gene_id,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description
b1383,ydbL,NC_000913.3,1445880,1446206,+,327,protein_coding,DUF1318 domain-containing protein YdbL&&sp|P76076|YDBL_ECOLI Uncharacterized protein YdbL OS=Escherichia coli (strain K12) OX=83333 GN=ydbL PE=3 SV=2 && PF07027:Protein of unknown function (DUF1318)
b4357,lgoR,NC_000913.3,4594937,4595851,-,915,protein_coding,"putative DNA-binding transcriptional regulator LgoR&&sp|P39399|LGOR_ECOLI Probable HTH-type transcriptional regulator LgoR OS=Escherichia coli (strain K12) OX=83333 GN=lgoR PE=2 SV=2 && PF07729:FCD domain|PF00392:Bacterial regulatory proteins, gntR family"
b0150,fhuA,NC_000913.3,167484,169727,+,2244,protein_coding,ferrichrome outer membrane transporter/phage receptor&&sp|P06971|FHUA_ECOLI Ferrichrome outer membrane transporter/phage receptor OS=Escherichia coli (strain K12) OX=83333 GN=fhuA PE=1 SV=2 && PF00593:TonB dependent receptor|PF07715:TonB-dependent Receptor Plug Domain
b4823,ytiE,NC_000913.3,4568692,4568727,-,36,protein_coding,protein YtiE&&-- && -
b0546,ybcM,NC_000913.3,571454,572251,+,798,protein_coding,putative DNA-binding transcriptional regulator&&sp|P77634|YBCM_ECOLI Uncharacterized HTH-type transcriptional regulator YbcM OS=Escherichia coli (strain K12) OX=83333 GN=ybcM PE=4 SV=1 && PF12833:Helix-turn-helix domain
b3476,nikA,NC_000913.3,3613667,3615241,+,1575,protein_coding,"Ni(2(+)) ABC transporter periplasmic binding protein&&sp|P33590|NIKA_ECOLI Nickel-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=nikA PE=1 SV=1 && PF00496:Bacterial extracellular solute-binding proteins, family 5 Middle"
b0060,polB,NC_000913.3,63429,65780,-,2352,protein_coding,"DNA polymerase II&&sp|P21189|DPO2_ECOLI DNA polymerase II OS=Escherichia coli (strain K12) OX=83333 GN=polB PE=1 SV=2 && PF03104:DNA polymerase family B, exonuclease domain|PF00136:DNA polymerase family B"
Novel00209,-,NC_000913.3,2822827,2823758,+,932,-,PF21096:RecA C-terminal domain|PF00154:recA bacterial DNA recombination protein
b2577,yfiE,NC_000913.3,2714439,2715320,-,882,protein_coding,"putative LysR-type DNA-binding transcriptional regulator YfiE&&sp|P33634|YFIE_ECOLI Uncharacterized HTH-type transcriptional regulator YfiE OS=Escherichia coli (strain K12) OX=83333 GN=yfiE PE=3 SV=2 && PF00126:Bacterial regulatory helix-turn-helix protein, lysR family|PF03466:LysR substrate binding domain"
b1625,cnu,NC_000913.3,1704949,1705164,+,216,protein_coding,H-NS- and StpA-binding protein&&sp|P64469|CNU_ECO57 OriC-binding nucleoid-associated protein OS=Escherichia coli O157:H7 OX=83334 GN=cnu PE=3 SV=1 && PF05321:Haemolysin expression modulating protein
b1242,ychE,NC_000913.3,1298598,1299245,+,648,protein_coding,MarC family putative inner membrane protein YchE&&sp|P25743|YCHE_ECOLI UPF0056 membrane protein YhcE OS=Escherichia coli (strain K12) OX=83333 GN=ychE PE=3 SV=2 && PF01914:MarC family integral membrane protein
Novel00333,-,NC_000913.3,4151473,4153045,+,1573,-,PF00311:Phosphoenolpyruvate carboxylase
b2200,ccmB,NC_000913.3,2296362,2297024,-,663,protein_coding,cytochrome c maturation protein B&&sp|P0ABM0|CCMB_ECO57 Heme exporter protein B OS=Escherichia coli O157:H7 OX=83334 GN=ccmB PE=3 SV=1 && PF03379:CcmB protein
b1124,potC,NC_000913.3,1182826,1183620,-,795,protein_coding,spermidine preferential ABC transporter membrane subunit PotC&&sp|P0AFK8|POTC_ECO57 Spermidine/putrescine transport system permease protein PotC OS=Escherichia coli O157:H7 OX=83334 GN=potC PE=3 SV=1 && PF00528:Binding-protein-dependent transport system inner membrane component
b1596,ynfM,NC_000913.3,1669699,1670952,+,1254,protein_coding,putative transporter YnfM&&sp|P43531|YNFM_ECOLI Inner membrane transport protein YnfM OS=Escherichia coli (strain K12) OX=83333 GN=ynfM PE=1 SV=2 && PF07690:Major Facilitator Superfamily
b3105,yhaJ,NC_000913.3,3253318,3254214,-,897,protein_coding,"DNA-binding transcriptional activator YhaJ&&sp|P67661|YHAJ_ECO57 HTH-type transcriptional regulator YhaJ OS=Escherichia coli O157:H7 OX=83334 GN=yhaJ PE=1 SV=1 && PF03466:LysR substrate binding domain|PF00126:Bacterial regulatory helix-turn-helix protein, lysR family"
b1328,pgrR,NC_000913.3,1391991,1392890,+,900,protein_coding,"DNA-binding transcriptional repressor PgrR&&sp|P77333|PGRR_ECOLI HTH-type transcriptional regulator PgrR OS=Escherichia coli (strain K12) OX=83333 GN=pgrR PE=1 SV=1 && PF03466:LysR substrate binding domain|PF00126:Bacterial regulatory helix-turn-helix protein, lysR family"
b4546,ypeB,NC_000913.3,2527941,2528159,-,219,protein_coding,PF12843 family protein YpeB&&sp|P0AD41|YPEB_ECO57 Uncharacterized protein YpeB OS=Escherichia coli O157:H7 OX=83334 GN=ypeB PE=4 SV=1 && PF12843:Putative quorum-sensing-regulated virulence factor
b0068,thiB,NC_000913.3,74497,75480,-,984,protein_coding,thiamine ABC transporter periplasmic binding protein&&sp|P31550|THIB_ECOLI Thiamine-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=thiB PE=1 SV=2 && PF13343:Bacterial extracellular solute-binding protein
b1617,uidA,NC_000913.3,1694260,1696071,-,1812,protein_coding,"beta-glucuronidase&&sp|P05804|BGLR_ECOLI Beta-glucuronidase OS=Escherichia coli (strain K12) OX=83333 GN=uidA PE=1 SV=2 && PF02836:Glycosyl hydrolases family 2, TIM barrel domain|PF02837:Glycosyl hydrolases family 2, sugar binding domain|PF00703:Glycosyl hydrolases family 2"
b2820,recB,NC_000913.3,2952461,2956003,-,3543,protein_coding,exodeoxyribonuclease V subunit RecB&&sp|P08394|RECB_ECOLI RecBCD enzyme subunit RecB OS=Escherichia coli (strain K12) OX=83333 GN=recB PE=1 SV=1 && PF13361:UvrD-like helicase C-terminal domain|PF00580:UvrD/REP helicase N-terminal domain|PF12705:PD-(D/E)XK nuclease superfamily
b0825,fsaA,NC_000913.3,863642,864304,+,663,protein_coding,fructose-6-phosphate aldolase 1&&sp|P78055|FSAA_ECOLI Fructose-6-phosphate aldolase 1 OS=Escherichia coli (strain K12) OX=83333 GN=fsaA PE=1 SV=2 && PF00923:Transaldolase/Fructose-6-phosphate aldolase
Novel00194,-,NC_000913.3,2684258,2685510,+,1253,-,PF00464:Serine hydroxymethyltransferase
b3629,waaS,NC_000913.3,3804181,3805116,-,936,protein_coding,lipopolysaccharide core biosynthesis protein WaaS&&sp|P27126|RFAS_ECOLI Lipopolysaccharide core biosynthesis protein RfaS OS=Escherichia coli (strain K12) OX=83333 GN=rfaS PE=4 SV=1 && -
b3623,waaU,NC_000913.3,3798239,3799312,-,1074,protein_coding,"putative ADP-heptose:LPS heptosyltransferase 4&&sp|P27242|WAAU_ECOLI Lipopolysaccharide 1,2-N-acetylglucosaminetransferase OS=Escherichia coli (strain K12) OX=83333 GN=waaU PE=4 SV=2 && PF01075:Glycosyltransferase family 9 (heptosyltransferase)"
b1113,ldtC,NC_000913.3,1169412,1170374,-,963,protein_coding,"L%2CD-transpeptidase LdtC&&sp|P75954|YCFS_ECOLI Probable L,D-transpeptidase YcfS OS=Escherichia coli (strain K12) OX=83333 GN=ycfS PE=1 SV=1 && PF03734:L,D-transpeptidase catalytic domain|PF01476:LysM domain|PF17969:L,D-transpeptidase C-terminal domain"
b1488,ddpX,NC_000913.3,1562495,1563076,-,582,protein_coding,D-alanyl-D-alanine dipeptidase&&sp|P77790|DDPX_ECOLI D-alanyl-D-alanine dipeptidase OS=Escherichia coli (strain K12) OX=83333 GN=ddpX PE=1 SV=1 && PF01427:D-ala-D-ala dipeptidase
b3647,ligB,NC_000913.3,3819488,3821170,-,1683,protein_coding,DNA ligase B&&sp|C4ZXN9|LIGB_ECOBW DNA ligase B OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=ligB PE=3 SV=1 && PF03120:NAD-dependent DNA ligase OB-fold domain|PF01653:NAD-dependent DNA ligase adenylation domain
b4196,ulaD,NC_000913.3,4422186,4422836,+,651,protein_coding,3-keto-L-gulonate-6-phosphate decarboxylase UlaD&&sp|B7UQK5|ULAD_ECO27 3-keto-L-gulonate-6-phosphate decarboxylase UlaD OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=ulaD PE=3 SV=1 && PF00215:Orotidine 5'-phosphate decarboxylase / HUMPS family
Novel00098,-,NC_000913.3,1187878,1188064,+,187,-,-
b1627,rsxA,NC_000913.3,1705767,1706348,+,582,protein_coding,"SoxR [2Fe-2S] reducing system protein RsxA&&sp|A7ZM87|RSXA_ECO24 Ion-translocating oxidoreductase complex subunit A OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=rsxA PE=3 SV=1 && PF02508:Rnf-Nqr subunit, membrane protein"
b2173,yeiR,NC_000913.3,2267829,2268815,+,987,protein_coding,"zinc-binding GTPase YeiR&&sp|P33030|YEIR_ECOLI Zinc-binding GTPase YeiR OS=Escherichia coli (strain K12) OX=83333 GN=yeiR PE=1 SV=2 && PF02492:CobW/HypB/UreG, nucleotide-binding domain"
Novel00353,-,NC_000913.3,4450389,4451709,-,1321,-,PF13407:Periplasmic binding protein domain|PF00005:ABC transporter
b1643,ydhI,NC_000913.3,1721025,1721261,+,237,protein_coding,DUF1656 domain-containing protein YdhI&&sp|P64472|YDHI_ECO57 Uncharacterized protein YdhI OS=Escherichia coli O157:H7 OX=83334 GN=ydhI PE=4 SV=1 && PF07869:Protein of unknown function (DUF1656)
b2536,hcaT,NC_000913.3,2666707,2667846,-,1140,protein_coding,putative 3-phenylpropionate transporter&&sp|Q47142|HCAT_ECOLI Probable 3-phenylpropionic acid transporter OS=Escherichia coli (strain K12) OX=83333 GN=hcaT PE=1 SV=2 && PF12832:MFS_1 like family
Novel00073,-,NC_000913.3,902545,902909,+,365,-,"PF00497:Bacterial extracellular solute-binding proteins, family 3"
Novel00192,-,NC_000913.3,2659600,2662138,+,2539,-,PF02082:Iron-dependent Transcriptional regulator|PF00266:Aminotransferase class-V|PF01592:NifU-like N terminal domain|PF01521:Iron-sulphur cluster biosynthesis
b3698,yidB,NC_000913.3,3877067,3877465,-,399,protein_coding,DUF937 domain-containing protein YidB&&sp|P09996|YIDB_ECOLI Uncharacterized protein YidB OS=Escherichia coli (strain K12) OX=83333 GN=yidB PE=4 SV=1 && PF06078:Bacterial protein of unknown function (DUF937)
b3585,yiaU,NC_000913.3,3751992,3752966,+,975,protein_coding,"putative DNA-binding transcriptional regulator YiaU&&sp|P37682|YIAU_ECOLI Uncharacterized HTH-type transcriptional regulator YiaU OS=Escherichia coli (strain K12) OX=83333 GN=yiaU PE=3 SV=1 && PF00126:Bacterial regulatory helix-turn-helix protein, lysR family|PF03466:LysR substrate binding domain"
b0449,mdlB,NC_000913.3,470636,472417,+,1782,protein_coding,ABC transporter family protein MdlB&&sp|P0AAG7|MDLB_ECO57 Multidrug resistance-like ATP-binding protein MdlB OS=Escherichia coli O157:H7 OX=83334 GN=mdlB PE=3 SV=1 && PF00664:ABC transporter transmembrane region|PF00005:ABC transporter
Novel00070,-,NC_000913.3,847255,848017,+,763,-,"PF00497:Bacterial extracellular solute-binding proteins, family 3"
b1736,chbA,NC_000913.3,1819455,1819805,-,351,protein_coding,"N%2CN'-diacetylchitobiose-specific PTS enzyme IIA component&&sp|P69793|PTQA_ECO57 PTS system N,N'-diacetylchitobiose-specific EIIA component OS=Escherichia coli O157:H7 OX=83334 GN=chbA PE=3 SV=1 && PF02255:PTS system, Lactose/Cellobiose specific IIA subunit"
b4155,epmA,NC_000913.3,4382643,4383620,+,978,protein_coding,"EF-P-lysine lysyltransferase&&sp|A7ZV28|EPMA_ECO24 Elongation factor P--(R)-beta-lysine ligase OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=epmA PE=3 SV=1 && PF00152:tRNA synthetases class II (D, K and N)"
b2791,truC,NC_000913.3,2923002,2923784,-,783,protein_coding,tRNA pseudouridine(65) synthase&&sp|P0AA41|TRUC_ECOLI tRNA pseudouridine synthase C OS=Escherichia coli (strain K12) OX=83333 GN=truC PE=1 SV=1 && PF00849:RNA pseudouridylate synthase
b1125,potB,NC_000913.3,1183617,1184444,-,828,protein_coding,spermidine preferential ABC transporter membrane subunit PotB&&sp|P0AFK4|POTB_ECOLI Spermidine/putrescine transport system permease protein PotB OS=Escherichia coli (strain K12) OX=83333 GN=potB PE=1 SV=1 && PF00528:Binding-protein-dependent transport system inner membrane component
Novel00148,-,NC_000913.3,2088378,2089086,+,709,-,PF01370:NAD dependent epimerase/dehydratase family
Novel00247,-,NC_000913.3,3249494,3250863,-,1370,-,"PF13997:YqjK-like protein|PF07332:Putative Actinobacterial Holin-X, holin superfamily III|PF07681:DoxX"
b0355,frmB,NC_000913.3,377535,378368,-,834,protein_coding,S-formylglutathione hydrolase FrmB&&sp|B1XEU8|SFGH1_ECODH S-formylglutathione hydrolase FrmB OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=frmB PE=3 SV=1 && PF00756:Putative esterase
b1253,yciA,NC_000913.3,1311848,1312246,-,399,protein_coding,acyl-CoA thioesterase YciA&&sp|P0A8Z1|YCIA_ECOL6 Acyl-CoA thioester hydrolase YciA OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=yciA PE=3 SV=1 && PF03061:Thioesterase superfamily
b2366,dsdA,NC_000913.3,2479202,2480530,+,1329,protein_coding,D-serine ammonia-lyase&&sp|C4ZVQ3|SDHD_ECOBW D-serine dehydratase OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=dsdA PE=3 SV=1 && PF00291:Pyridoxal-phosphate dependent enzyme
b4311,nanC,NC_000913.3,4538785,4539501,-,717,protein_coding,N-acetylneuraminate outer membrane channel&&sp|P69857|NANC_ECO57 Probable N-acetylneuraminic acid outer membrane channel protein NanC OS=Escherichia coli O157:H7 OX=83334 GN=nanC PE=3 SV=1 && PF06178:Oligogalacturonate-specific porin protein (KdgM)
Novel00134,-,NC_000913.3,1888585,1888783,+,199,-,PF00501:AMP-binding enzyme
b2312,purF,NC_000913.3,2428721,2430238,-,1518,protein_coding,amidophosphoribosyltransferase&&sp|P0AG16|PUR1_ECOLI Amidophosphoribosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=purF PE=1 SV=2 && PF00156:Phosphoribosyl transferase domain|PF13522:Glutamine amidotransferase domain
Novel00158,-,NC_000913.3,2243150,2243591,+,442,-,PF01227:GTP cyclohydrolase I
b1609,rstB,NC_000913.3,1682882,1684183,+,1302,protein_coding,"sensory histidine kinase RstB&&sp|P18392|RSTB_ECOLI Sensor protein RstB OS=Escherichia coli (strain K12) OX=83333 GN=rstB PE=1 SV=2 && PF00672:HAMP domain|PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase|PF00512:His Kinase A (phospho-acceptor) domain"
b4156,yjeM,NC_000913.3,4383839,4385341,+,1503,protein_coding,putative transporter YjeM&&sp|P39282|YJEM_ECOLI Inner membrane transporter YjeM OS=Escherichia coli (strain K12) OX=83333 GN=yjeM PE=1 SV=2 && PF13520:Amino acid permease
b2137,yohF,NC_000913.3,2226509,2227270,-,762,protein_coding,putative oxidoreductase YohF&&sp|P33368|YOHF_ECOLI Uncharacterized oxidoreductase YohF OS=Escherichia coli (strain K12) OX=83333 GN=yohF PE=1 SV=2 && PF13561:Enoyl-(Acyl carrier protein) reductase
b4005,purD,NC_000913.3,4204642,4205931,-,1290,protein_coding,"phosphoribosylamine--glycine ligase&&sp|P15640|PUR2_ECOLI Phosphoribosylamine--glycine ligase OS=Escherichia coli (strain K12) OX=83333 GN=purD PE=1 SV=2 && PF01071:Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain|PF02844:Phosphoribosylglycinamide synthetase, N domain|PF02843:Phosphoribosylglycinamide synthetase, C domain"
b2819,recD,NC_000913.3,2950635,2952461,-,1827,protein_coding,exodeoxyribonuclease V subunit RecD&&sp|P04993|RECD_ECOLI RecBCD enzyme subunit RecD OS=Escherichia coli (strain K12) OX=83333 GN=recD PE=1 SV=2 && PF13538:UvrD-like helicase C-terminal domain|PF13604:AAA domain
b2825,ppdB,NC_000913.3,2963153,2963716,-,564,protein_coding,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB&&sp|P08371|PPDB_ECOLI Prepilin peptidase-dependent protein B OS=Escherichia coli (strain K12) OX=83333 GN=ppdB PE=3 SV=2 && PF07963:Prokaryotic N-terminal methylation motif
b4353,yjiX,NC_000913.3,4588876,4589079,-,204,protein_coding,"PF04328 family protein YjiX&&sp|P0ADD0|YJIX_ECO57 Uncharacterized protein YjiX OS=Escherichia coli O157:H7 OX=83334 GN=yjiX PE=4 SV=1 && PF04328:Selenoprotein, putative"
Novel00077,-,NC_000913.3,950464,951014,+,551,-,PF13353:4Fe-4S single cluster domain|PF04055:Radical SAM superfamily
Novel00259,-,NC_000913.3,3332891,3333461,+,571,-,PF00829:Ribosomal prokaryotic L21 protein|PF01016:Ribosomal L27 protein
b3354,yheU,NC_000913.3,3484218,3484436,+,219,protein_coding,PF06794 family protein YheU&&sp|A7ZSN0|YHEU_ECO24 UPF0270 protein YheU OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=yheU PE=3 SV=1 && PF06794:Uncharacterised protein family (UPF0270)
b3677,yidI,NC_000913.3,3856415,3856864,+,450,protein_coding,putative inner membrane protein YidI&&sp|P31446|YIDI_ECOLI Inner membrane protein YidI OS=Escherichia coli (strain K12) OX=83333 GN=yidI PE=1 SV=1 && -
b4377,yjjU,NC_000913.3,4612411,4613484,+,1074,protein_coding,putative patatin-like phospholipase YjjU&&sp|P39407|YJJU_ECOLI Uncharacterized protein YjjU OS=Escherichia coli (strain K12) OX=83333 GN=yjjU PE=3 SV=1 && PF01734:Patatin-like phospholipase
b4597,rydC,NC_000913.3,1491442,1491506,-,65,protein_coding,small regulatory RNA RydC&&-- && -
Novel00217,-,NC_000913.3,2909054,2909461,+,408,-,PF06418:CTP synthase N-terminus
b2035,wbbH,NC_000913.3,2106060,2107226,-,1167,protein_coding,putative O-antigen polymerase&&sp|P37748|RFC_ECOLI O-antigen polymerase OS=Escherichia coli (strain K12) OX=83333 GN=rfc PE=4 SV=1 && -
b3726,pstA,NC_000913.3,3908549,3909439,-,891,protein_coding,phosphate ABC transporter membrane subunit PstA&&sp|P07654|PSTA_ECOLI Phosphate transport system permease protein PstA OS=Escherichia coli (strain K12) OX=83333 GN=pstA PE=1 SV=1 && PF00528:Binding-protein-dependent transport system inner membrane component
b1292,sapC,NC_000913.3,1353628,1354518,-,891,protein_coding,putrescine ABC exporter membrane protein SapC&&sp|P0AGH6|SAPC_ECOL6 Peptide transport system permease protein SapC OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=sapC PE=3 SV=1 && PF12911:N-terminal TM domain of oligopeptide transport permease C|PF00528:Binding-protein-dependent transport system inner membrane component
Novel00273,-,NC_000913.3,3486438,3487415,-,978,-,PF13545:Crp-like helix-turn-helix domain|PF12805:FUSC-like inner membrane protein yccS
b1218,chaC,NC_000913.3,1272507,1273202,+,696,protein_coding,glutathione-specific gamma-glutamylcyclotransferase&&sp|P39163|CHAC_ECOLI Glutathione-specific gamma-glutamylcyclotransferase OS=Escherichia coli (strain K12) OX=83333 GN=chaC PE=1 SV=3 && PF04752:ChaC-like protein
b0765,modC,NC_000913.3,796554,797612,+,1059,protein_coding,molybdate ABC transporter ATP binding subunit&&sp|P09833|MODC_ECOLI Molybdenum import ATP-binding protein ModC OS=Escherichia coli (strain K12) OX=83333 GN=modC PE=3 SV=4 && PF00005:ABC transporter|PF03459:TOBE domain
b1790,nimR,NC_000913.3,1874755,1875576,-,822,protein_coding,DNA-binding transcriptional repressor NimR&&sp|P76241|NIMR_ECOLI HTH-type transcriptional regulator NimR OS=Escherichia coli (strain K12) OX=83333 GN=nimR PE=2 SV=1 && PF12833:Helix-turn-helix domain
b4642,yoeD,NC_000913.3,2078549,2078677,-,129,protein_coding,--&&sp|Q8X8U4|YOEF_ECO57 Uncharacterized protein YoeF OS=Escherichia coli O157:H7 OX=83334 GN=yoeF PE=4 SV=1 && PF13817:IS66 C-terminal element
b4793,ysaE,NC_000913.3,3720400,3720471,+,72,protein_coding,protein YsaE&&-- && -
Novel00268,-,NC_000913.3,3431700,3432579,+,880,-,PF01396:Topoisomerase DNA binding C4 zinc finger|PF04361:Protein of unknown function (DUF494)
b3921,yiiR,NC_000913.3,4112315,4112755,+,441,protein_coding,DUF805 domain-containing protein YiiR&&sp|P0AF35|YIIR_ECO57 Uncharacterized protein YiiR OS=Escherichia coli O157:H7 OX=83334 GN=yiiR PE=4 SV=1 && PF05656:Protein of unknown function (DUF805)
b2701,mltB,NC_000913.3,2824491,2825576,-,1086,protein_coding,membrane-bound lytic murein transglycosylase B&&sp|P41052|MLTB_ECOLI Membrane-bound lytic murein transglycosylase B OS=Escherichia coli (strain K12) OX=83333 GN=mltB PE=1 SV=1 && PF13406:Transglycosylase SLT domain
Novel00054,-,NC_000913.3,686739,687886,+,1148,-,"PF00497:Bacterial extracellular solute-binding proteins, family 3"
b4367,fhuF,NC_000913.3,4604875,4605663,-,789,protein_coding,ferric-siderophore reductase FhuF&&sp|P39405|FHUF_ECOLI Ferric iron reductase protein FhuF OS=Escherichia coli (strain K12) OX=83333 GN=fhuF PE=1 SV=1 && PF06276:Ferric iron reductase FhuF-like transporter|PF11575:FhuF 2Fe-2S C-terminal domain
b0001,thrL,NC_000913.3,190,255,+,66,protein_coding,thr operon leader peptide&&-- && -
b1381,ydbH,NC_000913.3,1443051,1445690,+,2640,protein_coding,putative phospholipid transport factor YdbH&&sp|P52645|YDBH_ECOLI Uncharacterized protein YdbH OS=Escherichia coli (strain K12) OX=83333 GN=ydbH PE=4 SV=2 && PF11739:Dicarboxylate transport
Novel00229,-,NC_000913.3,3054028,3054417,+,390,-,PF00557:Metallopeptidase family M24
b3063,ttdT,NC_000913.3,3208024,3209487,+,1464,protein_coding,L-tartrate:succinate antiporter&&sp|P39414|TTDT_ECOLI L-tartrate/succinate antiporter OS=Escherichia coli (strain K12) OX=83333 GN=ttdT PE=1 SV=2 && PF00939:Sodium:sulfate symporter transmembrane region
b1960,vsr,NC_000913.3,2030448,2030918,-,471,protein_coding,DNA mismatch endonuclease Vsr&&sp|P09184|VSR_ECOLI Very short patch repair protein OS=Escherichia coli (strain K12) OX=83333 GN=vsr PE=1 SV=3 && PF03852:DNA mismatch endonuclease Vsr
b4718,gadF,NC_000913.3,3658992,3659082,+,91,protein_coding,small regulatory RNA GadF&&-- && -
b1293,sapB,NC_000913.3,1354505,1355470,-,966,protein_coding,putrescine ABC exporter membrane subunit SapB&&sp|P0AGH4|SAPB_ECO57 Peptide transport system permease protein SapB OS=Escherichia coli O157:H7 OX=83334 GN=sapB PE=3 SV=1 && PF00528:Binding-protein-dependent transport system inner membrane component
